message,label
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),spam
Ok. I.ll do you right later.,ham
About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,ham
Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,ham
I'm ok. Will do my part tomorrow,ham
IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,ham
Can you just come in for a sec? There's somebody here I want you to see,ham
It is a good thing I'm now getting the connection to bw,ham
Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,ham
dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,spam
"Hi Chikku, send some nice msgs",ham
how are you? I miss you!,ham
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",ham
So when you gonna get rimac access ,ham
Badrith is only for chennai:)i will surely pick for us:)no competition for him.,ham
"[…] anyway, many good evenings to u! s",ham
Ya but it cant display internal subs so i gotta extract them,ham
I'm glad. You are following your dreams.,ham
"K, I'll work something out",ham
Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,ham
Wanna do some art?! :D,ham
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,ham
Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,ham
Yeah but which is worse for i,ham
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,spam
I sent them. Do you like?,ham
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",ham
"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",ham
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",ham
"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",ham
Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,ham
Feel like trying kadeem again? :V,ham
I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,ham
Happy birthday to you....dear.with lots of love.rakhesh NRI,ham
You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,ham
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",spam
"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv",spam
Shuhui has bought ron's present it's a swatch watch...,ham
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",ham
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),ham
Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,spam
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham
Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,ham
Just finished. Missing you plenty,ham
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,spam
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",ham
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,ham
"As usual..iam fine, happy &amp; doing well..:)",ham
I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,ham
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam
OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,ham
Lol that's different. I don't go trying to find every real life photo you ever took.,ham
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam
"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",ham
So wat's da decision?,ham
As if i wasn't having enough trouble sleeping.,ham
"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",ham
"Lets use it next week, princess :)",ham
Have your lunch and come quickly and open the door:),ham
University of southern california.,ham
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,spam
Yes.mum lookin strong:),ham
She's good. How are you. Where r u working now,ham
Hey whats up? U sleeping all morning?,ham
"Total disappointment, when I texted you was the craziest shit got :(",ham
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,ham
K sure am in my relatives home. Sms me de. Pls:-),ham
Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,ham
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",spam
Nvm take ur time.,ham
Dont pick up d call when something important is There to tell. Hrishi,ham
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham
Stupid.its not possible,ham
Noooooooo please. Last thing I need is stress. For once in your life be fair.,ham
My phone,ham
"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",ham
Tell dear what happen to you. Why you talking to me like an alian,ham
Would me smoking you out help us work through this difficult time,ham
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",ham
I'm at work. Please call,ham
Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,ham
"Yeah, probably earlier than that",ham
Actually I decided I was too hungry so I haven't left yet :V,ham
Ok c ü then.,ham
SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,spam
Great! So what attracts you to the brothas?,ham
"Alright we're hooked up, where you guys at",ham
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",ham
I ask if u meeting da ge tmr nite...,ham
"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",spam
Talk to g and x about that,ham
See you there! ,ham
We have pizza if u want,ham
Howz pain.it will come down today.do as i said ystrday.ice and medicine.,ham
I will reach before ten morning,ham
Thts god's gift for birds as humans hav some natural gift frm god..,ham
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,spam
At WHAT TIME should i come tomorrow,ham
"Yeah I should be able to, I'll text you when I'm ready to meet up",ham
"I can. But it will tell quite long, cos i haven't finish my film yet...",ham
Onum ela pa. Normal than.,ham
"Sounds good, keep me posted",ham
Also that chat was awesome but don't make it regular unless you can see her in person,ham
I dont thnk its a wrong calling between us,ham
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",spam
Do I? I thought I put it back in the box,ham
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ham
Hey gals...U all wanna meet 4 dinner at nìte? ,ham
Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,ham
"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO",ham
Ok no prob...,ham
U know we watchin at lido?,ham
"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx",ham
Lol they don't know about my awesome phone. I could click delete right now if I want.,ham
And I don't plan on staying the night but I prolly won't be back til late,ham
Lol! Oops sorry! Have fun. ,ham
Yo! Howz u? girls never rang after india. L,ham
What happened in interview?,ham
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,ham
I've got it down to a tea. not sure which flavour,ham
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
Hey now am free you can call me.,ham
Prepare to be pleasured :),ham
Can you plz tell me the ans. BSLVYL sent via fullonsms.com,ham
A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,ham
Thank god they are in bed!,ham
Happy new year. Hope you are having a good semester,ham
"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",spam
"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",spam
Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,ham
"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam
Then why you came to hostel.,ham
Nope i'll come online now..,ham
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",spam
Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,ham
What happen dear. Why you silent. I am tensed,ham
Ok...,ham
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,spam
"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",ham
Get me out of this dump heap. My mom decided to come to lowes. BORING.,ham
I was about to do it when i texted. I finished a long time ago and showered and er'ything!,ham
We stopped to get ice cream and will go back after,ham
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,spam
Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,ham
I was slept that time.you there?,ham
"What i mean was i left too early to check, cos i'm working a 9-6.",ham
Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,spam
"I sent you the prices and do you mean the  &lt;#&gt; g,",ham
I thank you so much for all you do with selflessness. I love you plenty.,ham
Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,ham
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
I am not having her number sir,ham
Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,ham
Will do. Have a good day,ham
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,spam
FreeMsg>FAV XMAS TONES!Reply REAL,spam
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam
Those were my exact intentions,ham
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,ham
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",spam
But i haf enuff space got like 4 mb...,ham
I said its okay. Sorry,ham
K..k...from tomorrow onwards started ah?,ham
Still at west coast... Haiz... Ü'll take forever to come back...,ham
"Oh, then your phone phoned me but it disconnected",ham
Okay same with me. Well thanks for the clarification,ham
I just cooked a rather nice salmon a la you,ham
Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,ham
Money i have won wining number 946 wot do i do next,spam
", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",ham
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",spam
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,spam
Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,ham
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam
Ok. I only ask abt e movie. U wan ktv oso?,ham
I will once i get home,ham
Depends on where u going lor.,ham
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,ham
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,spam
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",ham
Should I tell my friend not to come round til like  &lt;#&gt; ish?,ham
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",ham
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
Hey mr whats the name of that bill brison book the one about language and words ,ham
You have 1 new voicemail. Please call 08719181513.,spam
Hi. Hope you had a good day. Have a better night.,ham
You will be in the place of that man,ham
"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",ham
"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",spam
Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,ham
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",ham
Pandy joined 4w technologies today.he got job..,ham
I want to lick your pussy now...,ham
Detroit. The home of snow. Enjoy it.,ham
I can ask around but there's not a lot in terms of mids up here,ham
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,ham
"Thanks, I'll keep that in mind",ham
He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,ham
Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,ham
No plans yet. What are you doing ?,ham
yay! finally lol. i missed our cinema trip last week :-(,ham
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",ham
Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,ham
Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,spam
R u meeting da ge at nite tmr?,ham
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,spam
Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,ham
i am seeking a lady in the street and a freak in the sheets. Is that you?,ham
"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",spam
"I can't right this second, gotta hit people up first",ham
JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,ham
Good evening! How are you?,ham
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",spam
"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",ham
Hope youre not having too much fun without me!! see u tomorrow love jess x,ham
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,ham
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",ham
Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,ham
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam
Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,ham
haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,ham
"Haha, that was the first person I was gonna ask",ham
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam
God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,ham
"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",ham
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",ham
I called but no one pick up e phone. I ask both of them already they said ok.,ham
"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",ham
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",spam
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",ham
I thought slide is enough.,ham
"Its ok, called mom instead have fun",ham
S.i think he is waste for rr..,ham
Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,ham
If I was I wasn't paying attention,ham
"It‘s reassuring, in this crazy world.",ham
Nope... Juz off from work...,ham
I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,ham
"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",ham
I am not sure about night menu. . . I know only about noon menu,ham
Ü still attending da talks?,ham
Good morning princess! Have a great day!,ham
My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,ham
K. I will sent it again,ham
Its a great day. Do have yourself a beautiful one.,ham
Do you know when dad will be back?,ham
"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",ham
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam
Oh ho. Is this the first time u use these type of words,ham
Aiyo please ü got time meh.,ham
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),ham
Ü go home liao? Ask dad to pick me up at 6...,ham
"Sorry, I'll call later in meeting",ham
"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",ham
I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),ham
HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,ham
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",ham
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,spam
Hey happy birthday...,ham
I am on the way to tirupur.,ham
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",spam
Its ok..come to my home it vl nice to meet and v can chat..,ham
"Yes, my reg is  Ciao!",ham
No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,ham
Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,ham
Just normal only here :),ham
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,spam
if you text on your way to cup stop that should work. And that should be BUS,ham
08714712388 between 10am-7pm Cost 10p,spam
When you are big..| God will bring success.,ham
I'm still pretty weak today .. Bad day ?,ham
Yup ü not comin :-(,ham
Oh k :)why you got job then whats up?,ham
That's necessarily respectful,ham
Ü still got lessons?  Ü in sch?,ham
"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",ham
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",ham
"Jay wants to work out first, how's 4 sound?",ham
Oh oh... Wasted... Den muz chiong on sat n sun liao...,ham
Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,ham
Howz that persons story,ham
"Sir, i am waiting for your call, once free please call me.",ham
Gd luck 4 ur exams :-),ham
I'll talk to the others and probably just come early tomorrow then,ham
U studying in sch or going home? Anyway i'll b going 2 sch later.,ham
Ringtone Club: Gr8 new polys direct to your mobile every week !,spam
He needs to stop going to bed and make with the fucking dealing,ham
She.s find. I sent you an offline message to know how anjola's now.,ham
I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,ham
Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),ham
Minimum walk is 3miles a day.,ham
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam
Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,ham
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,spam
"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",spam
Do you know when the result.,ham
Yup but not studying surfing lor. I'm in e lazy mode today.,ham
Ultimately tor motive tui achieve korli.,ham
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam
Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,ham
Hi. I'm sorry i missed your call. Can you pls call back.,ham
Hey anyway i have to :-),ham
No chikku nt yet.. Ya i'm free,ham
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",spam
Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,spam
Is it your yahoo boys that bring in the perf? Or legal.,ham
"Looks like you found something to do other than smoke, great job!",ham
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),ham
HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!,ham
:) ,ham
Am okay. Will soon be over. All the best,ham
You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,ham
Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,spam
ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX,ham
Hey... Very inconvenient for your sis a not huh?,ham
You'll never believe this but i have actually got off at taunton. Wow,ham
Yeah that's the impression I got,ham
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",ham
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",ham
